# combined_it.txt — Italian translations for Pokémon Unbound (EN→IT)
#
# Same format as combined_fr.txt:  <offset_hex>: <text_IT>
#   \n  -> line break        \l -> <0xFA> (scroll)      \p -> <0xFB> (clear)
# Lines starting with '#' and blank lines are ignored.
# Offsets absent from this file keep their English text.
# Last entry wins for a duplicated offset (case-insensitive).
#
# Updated from d82a9dba-d0fc-4a43-b39a-6d0e0290e64e-Italian Translations (3).json
#
0x1660052: Ognuno di loro porta una maschera\nche era il suo volto quando era\lumano.
0x1663ae6: Si rilassa in luoghi stretti e bui\ned è noto che usi la tasca o la\lborsa del suo Allenatore come nido.
0x1664647: Adora la luce del sole. Quando\nprende regolarmente il sole, cresce\lcon una colorazione vivace.
0x1664709: Sparge spore che tremolano e\nbrillano. Chiunque veda queste luci\lcade in un sonno profondo.
0x166a997: Bulbasaur
0x1f0b2db: Hai mai letto i fumetti su\nCrobatman? È solo un tipo qualunque\lche si veste da Crobat per\n\ncombattere il crimine! Ma tra noi,\nnon vedo perché non possa\lsemplicemente lasciare che siano i\n\nsuoi Pokémon a combattere per lui\.
0x1f0b460: La porta è stata chiusa a forza\nalle tue spalle.
0x1f0b48a: <0xFC><0x01><0x02>La porta è sigillata.
0x1f0b4a6: C'è qualcosa di irresistibile in\nquel cartello\.
0x1f0b4d6: Che bella lettura!
0x1f0b4e9: A nord di qui c'è l'ingresso a\nun'autostrada sotterranea. L'unico\lproblema è che è bloccato da un\n\nalberello esile. Vorrei solo sapere\ncome superarlo.
0x1f0b584: Il sottile albero che bloccava\nl'autostrada sotterranea è\lscomparso\. Tornerà mai? È la domanda\n\nche mi perseguiterà per il resto\ndella mia vita.
0x1f0b632: È vero? Stai lasciando casa,\n<0xFD><0x01>? Allora non dimenticare di\lprendere tutti gli oggetti dal PC\n\nprima di andare!
0x1f0b699: Il Prof. Log lascia raramente il\nsuo laboratorio. Quando va a casa?\lCe l'ha almeno, una casa?
0x1f0b6ea: Complimenti per essere diventato il\nCampione, <0xFD><0x01>! Scommetto che\lquegli oggetti nel tuo PC ti sono\n\nstati davvero utili, eh?
0x1f0b749: La tecnologia è incredibile! Puoi\ngiocare alle ROM hack con un\lorologio di gioco su quasi ogni\n\ndispositivo!
0x1f0b7a3: Eh? Che cos'è? Vieni dal futuro? \.\nSei pazzo? Cosa ti ha fatto pensare\ldi avere il diritto di viaggiare\n\nnel tempo? \. Senti, capisco, hai\nfatto un errore da principiante.\lPosso fartela passare liscia questa\n\nvolta. Solo per questa volta, se\nnon vuoi aspettare fino a\l<0xFC><0x01><0x06><0xFD><0x02>/<0xFD><0x03>/<0xFD><0x04><0xFC><0x01><0x08> che il\n\ntuo orologio interno si sistemi,\nposso reimpostarlo alla data di\loggi. Ma solo per questa volta! Sei\n\nsicuro di volermi far reimpostare\nil tuo orologio?
0x1f0b934: Va bene, zuccone, il tuo orologio è\nstato reimpostato. Non andare più\lin giro a smanettarci, perché la\n\nprossima volta non potrò aiutarti!
0x1f0b9b3: La tecnologia è incredibile, lo\nsai, e se aspetti fino a\l<0xFC><0x01><0x06><0xFD><0x02>/<0xFD><0x03>/<0xFD><0x04><0xFC><0x01><0x08>, il tuo\n\norologio interno si sistemerà da\nsolo.
0x1f0ba1f: Mamma
0x1f0ba23: <0xFD><0x01>! Dove sei stato? Ero\ndavvero in pensiero per te! \. Wow\.\lSembra terribilmente spaventoso!\n\nSono davvero felice che ora tu sia\nal sicuro! Prima di fare qualsiasi\laltra cosa, dovresti riposarti bene\n\nper un po'.
0x1f0bae5: Non ti senti molto meglio adesso,\ntesoro? Ora hai l'energia per\lsbrigare la commissione del Prof.\n\nLog per lui!
0x1f0bb4b: Sniff\. Ho sempre saputo che sarebbe\narrivato il giorno in cui avresti\llasciato casa\. Lo diceva in TV. Se\n\nsolo tuo padre potesse vederti\nadesso\.<0xFC><0x08><0x20> sarebbe così orgoglioso!\lBene, se andrai a fare commissioni\n\nper il Prof. Log, ti servirà\nquesto!
0x1f0bc27: <0xFC><0x01><0x02><0xFD><0x01> ha ricevuto da Mamma il\ncomponente del Registro missioni\ldel Super Cubo!
0x1f0bc67: Quella è una funzione di <0xFC><0x01><0x06>Registro\nMissioni<0xFC><0x01><0x04> per il tuo Super Cubo!\lTiene traccia di tutto ciò che ti\n\nviene chiesto di fare! Per usarla,\nbasta aprirla dal <0xFC><0x01><0x06>Menu Start<0xFC><0x01><0x04>. E ora\lche ne hai uno, perché non facciamo\n\nin modo che registri la richiesta\ndel Prof Log per te?
0x1f0bd67: Ah, e prima che me ne dimentichi,\nhai lasciato un componente chiave\ldel tuo Super Cubo sul pavimento\n\ndella tua stanza. So che prima non\nera necessario, ma ora che hai il\ltuo Pokémon personale, ne avrai\n\nbisogno se vuoi usare quegli\noggetti che aumentano le\lstatistiche in lotta.
0x1f0be5e: <0xFC><0x01><0x02><0xFD><0x01> ha ricevuto da Mamma il\ncomponente lotta del Super Cubo!
0x1f0be99: Nel caso tu abbia dimenticato, il\nSuper Cube si comporta proprio come\luna borsa. Ma a differenza di\n\nquelle borse economiche del Poké\nMart che possono contenere solo 42\lstrumenti, il Super Cube, o come è\n\npiù comunemente conosciuto, <0xFC><0x01><0x06>Cube<0xFC><0x01><0x04>,\nha uno spazio infinito! Funziona\ldigitalizzando i dati dello\n\nstrumento inserito, quindi\nessenzialmente, è come se non\lstessi portando niente di extra! E\n\nnon solo, puoi anche ordinare\nautomaticamente il Cube premendo \btn04!\lNon è comodo? Certo, se pensi\n\nancora che il Cube sia un po'\ndisordinato anche dopo\ll'ordinamento, usa semplicemente \btn02\n\ne \btn03 per spostarti velocemente. Oh,\ne puoi persino usarlo per\lconservare questo regalo d'addio\n\nche ho preparato!
0x1f0c11c: Quella è una <0xFC><0x01><0x06>Costume Box<0xFC><0x01><0x04>! Puoi\nusarla per cambiare vestiti in\lqualsiasi momento del tuo viaggio.\n\nL'ho riempita con colori diversi\ntra cui scegliere, ma se trovi\laltri outfit, assicurati di\n\nconservarli anche lì dentro. Stai\nal sicuro là fuori, tesoro! Porta a\lProf. Log il suo pacco!
0x1f0c237: <0xFD><0x01>! Dovresti fare una breve\npausa.
0x1f0c259: Buon compleanno, <0xFD><0x01>! Dovresti\nprenderti una breve pausa.
0x1f0c28b: Oh, bene! Tu e i tuoi Pokémon state\nbenissimo. Abbi cura di te!
0x1f0c2cc: <0xFD><0x01>, ho portato tua madre\nnelle <0xFC><0x01><0x06>profondità<0xFC><0x01><0x02> delle <0xFC><0x01><0x06>Rovine del\lVuoto<0xFC><0x01><0x02>. Vieni da solo se vuoi\n\nrivederla. -A
0x1f0c34f: È un trofeo che prova che hai\nsconfitto il Cervello della\lFrontiera della Torre Lotta in una\n\nnormale Lotta in Singolo!
0x1f0c3af: È un trofeo che prova che hai\nsconfitto il Cervello della\lFrontiera della Torre Lotta in una\n\nnormale Lotta in Doppio!
0x1f0c40f: È un trofeo che prova che hai\nsconfitto il Cervello della\lFrontiera della Torre Lotta in una\n\nLotta Multi standard!
0x1f0c46e: <0xFD><0x01>! Sei passato per fare una\nvisita? Dovresti affrettarti ad\landare a <0xFC><0x01><0x06>Redwood Village<0xFC><0x01><0x08>! Prima\n\nsconfiggi la Palestra lì, prima\npotrai sfidare la Lega Pokémon e\ldiventare il nuovo Campione.
0x1f0c52e: <0xFD><0x01>! Sei passato a trovarmi?\nFaresti bene a sbrigarti verso la\l<0xFC><0x01><0x06>Lega Pokémon<0xFC><0x01><0x08>! Più presto arrivi,\n\nprima potrai diventare il nuovo\nCampione! Vai semplicemente a <0xFC><0x01><0x06>est<0xFC><0x01><0x08>\lda <0xFC><0x01><0x06>Gurun Town<0xFC><0x01><0x08> lungo la <0xFC><0x01><0x06>Percorso 18<0xFC><0x01><0x08>\n\nper arrivarci.
0x1f0c615: <0xFC><0x01><0x02>C'è un Pokémon sul tavolo! Ma non\nhai spazio in squadra per questo\lPokémon\.
0x1f0c663: <0xFD><0x01>, è bello rivederti. Sto\nsolo recuperando il tempo perduto.\lBuona fortuna per i tuoi progetti!
0x1f0c6c4: Melony
0x1f0c6cb: Oh\. Tu sei <0xFD><0x01>, giusto? Ho\nsentito parlare di te da <0xFD><0x06>.\lMi ha raccontato di come lo hai\n\naiutato prima. È raro che mio\nfratello rispetti qualcuno, ma\lsembra rispettare te.
0x1f0c779: Stai cercando <0xFD><0x06>? È partito\nper un viaggio per scoprire cosa è\lsuccesso ai nostri genitori. Ci\n\nhanno piantati quando eravamo\nbambini e non li abbiamo più visti\lda allora.
0x1f0c816: Quel tipo strano di prima ci ha\nseguiti fino a casa. Però comincio\la chiedermi\. E se fosse davvero\n\nnostro padre?
0x1f0c886: È orribile! Mio papà mi ha chiesto\ndi sorvegliare il figlio di Zeph\lmentre lui e <0xFD><0x06> sono fuori,\n\nma quell'uomo di Crystal Peak è\npassato e lo ha rapito all'istante!\lMi sento terribile\.
0x1f0c92a: Quell'uomo - Zeph è finalmente\nuscito di prigione. Pare che avesse\labbastanza soldi per pagare la\n\ncauzione. Anche se non ha scontato\ntutta la pena, quando ha preso suo\lfiglio ho capito che stava cercando\n\ndi rimediare a tutto quello che\naveva fatto.
0x1f0ca0d: Ah, a proposito, <0xFD><0x06> ti ha\nlasciato un regalo sul tavolo.
0x1f0ca42: Zeph Jr.
0x1f0ca4b: Quando torna papà a casa? Voglio\ngiocare con papà!
0x1f0ca7e: Assistenza tra vicini
0x1f0caf5: Oh, ciao, <0xFD><0x01>! Ho sentito da\ntua madre che finalmente lascerai\lla città! Sono notizie davvero\n\nentusiasmanti! Ora, posso chiederti\nun favore? Mi sento un po' giù di\lcorda ultimamente e speravo che\n\npotessi prendermi un <0xFC><0x01><0x06>Antidoto<0xFC><0x01><0x08> al\nPoké Mart.
0x1f0cbff: Oh, ciao, <0xFD><0x01>! Congratulazioni\nper essere diventato il Campione!\lQuesta è una notizia davvero\n\nentusiasmante! Posso chiederti un\nfavore? Mi sento un po' sottotono\lultimamente, e speravo che potessi\n\nprocurarmi un <0xFC><0x01><0x06>Antidoto<0xFC><0x01><0x08> al Poké\nMart.
0x1f0ccf8: Oh, che sfortuna, <0xFD><0x01>. Allora\ndovrò soffrire in silenzio.
0x1f0cd3a: Magnifico, magnifico. Il Poké Mart\npiù vicino si trova a Bellin Town e\ldovrebbero essere ben forniti di\n\nAntidoti!
0x1f0cdac: Meraviglioso, meraviglioso. Sono\nsicuro che il Campione sa dove\ltrovare un semplice Antidoto, sì?\n\nSbrigati a tornare!
0x1f0ce14: Il Pokémarket più vicino si trova a\nBellin Town, e dovrebbero avere una\lbella scorta di <0xFC><0x01><0x06>Antidoti<0xFC><0x01><0x08>!
0x1f0ce76: Sono sicuro che il Campione sappia\ndove trovare un semplice <0xFC><0x01><0x06>Antidoto<0xFC><0x01><0x08>,\lsì? Torna subito!
0x1f0cece: Perfetto, <0xFD><0x01>. Adesso ti\nprendo io quell'Antidoto di mano.
0x1f0cf09: Questo è proprio ciò di cui avevo\nbisogno, <0xFD><0x01>! Grazie, lo\lapprezzo davvero! Sai\.<0xFC><0x08><0x18> tuo padre\n\navrebbe fatto lo stesso per me. Non\nimporta quanto piccolo fosse il\lcompito, era sempre disposto a dare\n\nuna mano. Posso dire che stai già\nseguendo le orme di tuo padre. E\lchi lo sa? Forse potresti persino\n\ndiventare un grande Allenatore\nPokémon come lui! La strada fino a\lquel punto sarà lunga e ardua, ma\n\nho fiducia che tu possa farcela e\nche ci riuscirai! Prendi questo\lstrumento per aiutarti nel tuo\n\nviaggio. È una gemma rara che può\npotenziare un singolo attacco in\lbattaglia. Usala saggiamente.
0x1f0d145: È proprio quello che mi serviva,\n<0xFD><0x01>! Grazie, te ne sono\ldavvero grato! Sai\.<0xFC><0x08><0x18> tuo padre\n\navrebbe fatto la stessa cosa per\nme. Non importa quanto fosse\lpiccolo il compito, era sempre\n\ndisposto a dare una mano. Posso\ndire che hai seguito bene le sue\lorme. E sei persino diventato un\n\ngrande Allenatore di Pokémon,\nproprio come lui! Sono sicuro che\lla strada fin qui è stata lunga e\n\nfaticosa, ma ho sempre avuto\nfiducia in te, <0xFD><0x01>! Ora prendi\lquesta rara gemma per i problemi\n\nche ti ho causato.
0x1f0d316: Oh, ciao, <0xFD><0x01>! Come va il tuo\nviaggio?
0x1f0d340: Ma se non è il nostro vicino, il\nCampione! Come stai oggi, <0xFD><0x01>?
0x1f0d37f: In partenza per un'avventura,\n<0xFD><0x01>? In tal caso, lascia che\lti trasmetta un po' di saggezza\n\nprima che tu vada!
0x1f0d3e1: Immagino tu lo sappia già, ma con\nquel <0xFC><0x01><0x06>Mission Log<0xFC><0x01><0x04> che ti ha dato tua\lmadre, puoi registrare varie\n\nrichieste da parte delle persone.\nAlcune di queste persone potrebbero\lchiederti di completare un certo\n\ncompito un numero finito di volte.\nAll'inizio potrebbe sembrare\lscoraggiante, ma queste persone\n\nvogliono solo sapere se hai\nsoddisfatto la loro richiesta in\lqualche punto del tuo viaggio.\n\nQuindi vai avanti, continua ad\nesplorare! Rimarrai stupito di\lvedere che tipo di cose puoi\n\nrealizzare mentre viaggi. Infatti,\na volte faranno persino richieste\lper cose che hai già fatto! In tal\n\ncaso, puoi chiedere loro una\nricompensa immediatamente. Buona\lfortuna per il tuo viaggio!
0x1f0d65b: Sono sicuro che hai tutto sotto\ncontrollo, <0xFD><0x01>. Buona fortuna\lper il tuo viaggio!
0x1f0d6a0: Buona fortuna nel tuo viaggio,\n<0xFD><0x01>! Tuo padre sarebbe molto\lorgoglioso del fatto che tu stia\n\nfinalmente lasciando casa!
0x1f0d701: Congratulazioni per essere\ndiventato Campione, <0xFD><0x01>! Ho\lsempre avuto fiducia che saresti\n\ndiventato il nuovo Guardiano di\nBorrius sin da quando sei partito\lper il tuo viaggio. Tuo padre\n\nsarebbe molto orgoglioso di ciò che\nsei diventato.
0x1f0d7c3: <0xFD><0x01>! La mia nonna mi ha detto\nche stai lasciando Frozen Heights!\lSarà così triste qui senza nessuno\n\ncon cui giocare\. Mi mancherai!
0x1f0d840: <0xFD><0x01>! La mia nonna mi ha detto\nche sei l'Allenatore più forte di\lBorrius! Significa che torni a casa\n\nper sempre?
0x1f0d8aa: Sankren fimbulvetr!
0x1f0d8be: <0xFC><0x01><0x06>Gyaoo!
0x1f0d8c8: Isola Lunapiena
0x1f0d8d8: Tutto bene? Sembri averne prese\ndavvero tante! Lascia che curi i\ltuoi Pokémon per te.
0x1f0d935: <0xFC><0x01><0x02>Il Pokémon si è avvolto nel potere\ndella Piuma Lunare e ha aumentato\lle proprie dimensioni!
0x1f0d98f: <0xFC><0x01><0x02>Cresselia è volata via da qualche\nparte\. C'è qualcosa di scintillante\ldove una volta c'era Cresselia\.
0x1f0d9e7: <0xFC><0x01><0x02>C'è qualcosa che luccica dove una\nvolta c'era Cresselia\.
0x1f0da30: Benvenuto al Game Corner di Dehara!\nTi servono dei gettoni per i\lgiochi? Vuoi comprarne un po'?
0x1f0da88: Grazie. Ecco le tue monete!
0x1f0daa8: Oh, mi dispiace. Non hai una\nPortamonete.
0x1f0dad3: Ops! Il tuo Portamonete è pieno.
0x1f0daf3: No? Vieni a giocare ogni tanto!
0x1f0db12: Non puoi permetterti i Gettoni.
0x1f0db2e: <0xFC><0x06><0x00> 50 Gettoni<0xFC><0x13><0x40> $5,000
0x1f0db47: <0xFC><0x06><0x00> 500 Gettoni<0xFC><0x13><0x40> $50,000
0x1f0db60: <0xFC><0x06><0x00><0x20><0x00> Gettoni<0xFC><0x13><0x40>$200,000
0x1f0db79: <0xFC><0x06><0x00><0x50><0x00> Gettoni<0xFC><0x13><0x40>$500,000
0x1f0db92: Posso scambiare i tuoi Gettoni con\ndei premi. Che tipo di premio\ldesideri?
0x1f0dbdc: Quale <0xFD><0x02> desideri?
0x1f0dbf5: Vorresti <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>? Quanti ne\nvorresti?
0x1f0dc27: Vorresti <0xFC><0x01><0x06><0xFD><0x04> <0xFD><0x02><0xFC><0x01><0x04>? Verrà\n<0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x04> Gettoni.
0x1f0dc5c: Ti piacerebbe il <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>? Saranno\n<0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x04> gettoni.
0x1f0dc92: Vuoi una MT di <0xFD><0x02>?
0x1f0dca9: Mi dispiace, non hai abbastanza\nMonete per quel premio.
0x1f0dce0: Per favore, liberate spazio nel\nvostro gruppo prima di acquistare\lquel Pokémon.
0x1f0dd20: Hai già questa MT.
0x1f0dd39: Oggetti
0x1f0dd3f: Pokémon
0x1f0dd47: MT
0x1f0e017: Salto spesso la scuola per venire a\nscoppiare palloncini. È proprio una\ldipendenza, capisci? È divertente,\n\ne allo stesso tempo prendo un sacco\ndi Monete!
0x1f0e092: Questa stupida macchina ha deciso\ndi rallentare quando ho acceso la\lmia BGM! Forse invece giocherò alle\n\nvecchie slot.
0x1f0e0f4: Come, vuoi giocare?
0x1f0e10c: <0xFC><0x01><0x02><0xFD><0x01> ha ricevuto <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x02>\nGettoni!
0x1f0e12b: Scoppia un palloncino <0xFC><0x01><0x06>verde<0xFC><0x01><0x08> appena\nne vedi uno! Non solo raddoppierà\lle tue Monete, ma ti farà anche\n\nandare più veloce, e tutte le\nMonete raccolte mentre sei\laccelerato verranno raddoppiate a\n\nloro volta!
0x1f0e1d0: <0xFC><0x01><0x02>Ops! Non hai il Portamonete!
0x1f0e1f3: <0xFC><0x01><0x02>Hai troppe monete!
0x1f0e20f: Ho sentito che in alcune regioni ci\nsono giochi proprio come questo!\lPerò ho anche sentito che, invece\n\ndi avere un obiettivo, in quelle\nregioni bisogna solo volare in giro\lper una mappa vuota. Chi ne ha\n\nbisogno? Che noia! Qualsiasi giorno\npreferirei far scoppiare\lpalloncini!
0x1f0e300: Un mio amico ha fatto incetta di\nGettoni giocando su una di queste\lvecchie slot machine. Perché\n\nrovinare una cosa che funziona?\nProverò anch'io nello stesso posto!
0x1f0e38b: Ciao, vuoi dei Gettoni?
0x1f0e3a7: Accidenti! Quei palloncini a pois\ncontinuano a prosciugarmi tutte le\lmonete!
0x1f0e3e1: Ehi, che? Mi stai scombussolando!\nEcco alcuni Gettoni, ora via!
0x1f0e422: Il trucco è giocare sempre alla\nmodalità di gioco più difficile.\lSì, potresti avere meno tempo, ma\n\nla velocità compensa più che\nabbastanza.
0x1f0e49d: Oh, <0xFD><0x01>! Non ti vedevo da una\nvita! Congratulazioni per essere\ldiventato Campione! Se non l'hai\n\nancora provato, posso consigliarti\nCloud Burst? L'Altaria che cavalchi\lè modellato sul mio, tanto per\n\ndirlo. Giocalo e vedrai la\nsomiglianza, te lo giuro!
0x1f0e59e: Gioca a Cloud Burst e vedrai la\nsomiglianza con la mia Altaria!\lVengo qui ogni giorno solo per\n\nvederla, sai.
0x1f0e642: È una vecchia slot machine! Vuoi\ngiocare?
0x1f0e66e: È necessario un <0xFC><0x01><0x06>Portamonete<0xFC><0x01><0x02>\.
0x1f0e68d: È un vecchio slot machine! Ma la\nquantità di Monete nella tua Coin\lCase lo sta sopraffacendo! Spendi\n\nun po' di Monete prima di provare a\ngiocare.
0x1f0e712: FUORI SERVIZIO Questo è rotto.
0x1f0e72f: Una vita senza rimpianti
0x1f0e798: Mia madre mi diceva sempre di\nprendermi un lavoro che mi sarebbe\lpiaciuto. Ma il lavoro richiede\n\nimpegno, così sono diventato un\ngiocatore d'azzardo. A volte vinco\le faccio soldi; altre volte, mi\n\nindebito con il Ferrothorn Nero.\nVorrei smettere, ma sono il\lmigliore, e non posso mollare\n\nfinché sono il numero uno. Riesci a\nbattermi nel gioco dei palloncini?
0x1f0e8bb: Hai grinta. Per battere il mio\nrecord, dovrai raccogliere almeno\l<0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> Monete in un solo giorno\n\ngiocando a <0xFC><0x01><0x06>Cloud Burst<0xFC><0x01><0x08>. Ti darei\nqualche Moneta per giocare, ma devo\lancora dei soldi al Ferrothorn\n\nNero.
0x1f0e997: Ma guarda, che tipo onesto, a non\nvoler cedere ai mali del gioco\ld'azzardo?
0x1f0e9eb: Non è il momento di arrendersi. I\ntuoi guadagni di oggi, <0xFD><0x02>,\lnon sono poi così lontani da\n\n<0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x08>!
0x1f0ea44: Mi hai davvero battuto nel mio\nstesso gioco\. Immagino di poter\lsmettere, ora che un ragazzino\n\nforse minorenne ha battuto il mio\nrecord. Tieni, prendi il mio\lPokémon. Pensavo mi avrebbe aiutato\n\na volare verso nuove vette, ma\ninvece mi ha solo fatto sprofondare\lancora più a fondo nei debiti.
0x1f0eb2c: Oppure, te lo darei, se avessi più\nspazio nella tua squadra.
0x1f0eb6d: Sai, come cliente di lunga data,\nqui ho una certa influenza. Se\lvuoi, posso far partire per te\n\n<0xFC><0x01><0x06>Happy Hour<0xFC><0x01><0x08>.
0x1f0ebe7: Una volta avviato Happy Hour, per\nl'ora successiva riceverai doppi\lpagamenti in Gettoni da <0xFC><0x01><0x06>Cloud\n\nBurst<0xFC><0x01><0x08>. Questo significa che\nguadagnerai essenzialmente <0xFC><0x01><0x06>il\ldoppio dei Gettoni<0xFC><0x01><0x08> in ogni partita!
0x1f0ec94: Preferisci aspettare di avere tutta\nl'ora da passare qui, capisco.\lTorna quando sarai pronto a\n\niniziare l'Happy Hour.
0x1f0ed13: Allora dirò agli impiegati che è\nora dell'Happy Hour! Per la\lprossima ora, i pagamenti di Cloud\n\nBurst saranno doppi. Quindi\nmuoviti, marmocchio! Vai, vai, vai!
0x1f0edb9: Restano solo <0xFD><0x02> minuti di\nHappy Hour! Muoviti, moccioso! Dai,\ldai, dai!
0x1f0ee09: Meno di un minuto di Happy Hour è\nrimasto! Sbrigati, marmocchio!\lForza, forza, forza!
0x1f0ee56: Ci sarà un altro Happy Hour domani!\nVieni a parlarmi allora e lo\lriattiverò per te.
0x1f0eed7: <0xFD><0x01> ha vinto <0xFD><0x02> Monete!
0x1f0eee8: E poiché è l'ora felice\.
0x1f0ef23: <0xFC><0x01><0x02>Saltare il dialogo/la scena\nseguente?
0x1f0ef49: Vuoi attivare <0xFC><0x01><0x06>Nuova partita \+<0xFC><0x01><0x02>?
0x1f0ef76: La Nuova Partita \+ è stata\nattivata. Controlla il Box\l<0xB1><0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x02><0xB2> per i Pokémon\n\ntrasferiti. <0xFC><0x01><0x07>NON DIMENTICARE DI FARE\nIL BACKUP DEL FILE DI SALVATAGGIO\lPRIMA DI SALVARE!
0x1f0f004: New Game \+ è una caratteristica\nspeciale che ti permette di\liniziare una nuova partita con\n\nbonus speciali: 1) Una squadra di\nmassimo 6 Pokémon può essere\ltrasferita nella nuova partita.\n\nQuesti 6 Pokémon sono creati dal\ngruppo nel salvataggio precedente.\lI Pokémon saranno ridotti alla loro\n\nspecie base e dimenticheranno\nqualsiasi mossa tranne le Mosse\lUovo. Gli strumenti tenuti saranno\n\nmantenuti tranne i Z-Cristalli.\nInoltre, statistiche come EV e IV\lsaranno mantenute. 2) Se uno\n\nqualsiasi dei seguenti strumenti è\nstato ottenuto nel salvataggio\lprecedente, sarà trasferito nella\n\nnuova partita: Scanner Statistiche,\nMoto, DexNav, Rilevatore, Baby\lMonitor, ADM, Catalogo Allenatori,\n\nCromaluccichio, Cromouovo, Cromo\nCattura, Magmapietra, Tessera\lFrontiera, Porta-PC, Giratempo,\n\nqualsiasi potenziamento di\nstrumento sbloccato e qualsiasi BP\lguadagnato. 3) La difficoltà del\n\ngioco può essere aumentata o\ndiminuita in qualsiasi momento\lsenza penalità. 4) Alcuni enigmi\n\ndella storia principale risolti nel\nsalvataggio precedente rimarranno\lrisolti nella nuova partita. 5) Se\n\nla Tessera Frontiera viene\ntrasferita, allora il Parco Lotta\lpuò essere accessibile\n\nimmediatamente all'arrivo a Seaport\nCity. 6) NPC aggiuntivi per\lmodificare IV, EV e nature saranno\n\ndisponibili a Crater Town fino al\ntermine del gioco (quando non si\lgioca in Modalità Sandbox). Nota\n\nche alcuni potrebbero far pagare BP\nper i loro servizi, quindi\lassicurati di guadagnare abbastanza\n\nprima di iniziare la nuova partita.\n7) Alcuni Pokémon Leggendari\lprecedentemente bloccati al\n\npost-game saranno ora ottenibili\nprima del termine del gioco.
